"","AGI","probe_id","adj.P.Val","P.Value","t","B","logFC","Gene.symbol","Gene.title","GO","PATH","oma_id","level","level_name","araID","age"
"2823","AT4G28270","253806_at",0.013989,0.0015,-5.11,-1.17512,-0.39,"RMA2","E3 ubiquitin-protein ligase RMA2","GO:0006511; GO:0016567; GO:0071712; GO:0005737; GO:0005783; GO:0004842; GO:0005515; GO:0044390; GO:0061630",NA,15193451,13,"Brassicaceae","ARATH29485","MC"
"2824","AT4G28290","253814_at",0.032637,0.00518,-4.04,-2.521346,-0.224,"AT4G28290","hypothetical protein","GO:0008150; GO:0009507; GO:0003674",NA,15193455,10,"Pentapetalae","ARATH29489","MC"
"2825","AT4G28300","253808_at",0.036787,0.00613,-3.91,-2.704096,-0.382,"AT4G28300","hypothetical protein","GO:0008150; GO:0005634; GO:0005886; GO:0003674",NA,15193456,9,"Mesangiospermae","ARATH29490","MC"
"2826","AT4G28310","253817_at",0.000476,2.59e-06,14.2,5.579126,0.673,"AT4G28310","hypothetical protein","GO:0008150; GO:0005634; GO:0003674",NA,15193458,10,"Pentapetalae","ARATH29492","MC"
"2827","AT4G28370","253820_at",0.020169,0.00259,-4.62,-1.772628,-0.286,"AT4G28370","E3 ubiquitin ligase FLY1","GO:0009827; GO:0016567; GO:0048363; GO:0080001; GO:0012505; GO:0004842; GO:0008270",NA,15193465,4,"Streptophyta","ARATH29499","MC"
"2828","AT4G28400","253780_at",0.018871,0.00234,-4.71,-1.659128,-0.487,"AT4G28400","putative protein phosphatase 2C 58","GO:0006470; GO:0005739; GO:0005886; GO:0009507; GO:0004722; GO:0004724",NA,15193473,1,"LUCA","ARATH29507","UC"
"2829","AT4G28430","253771_at",0.006682,0.000485,6.21,0.053873,0.492,"AT4G28430","reticulon-like protein B18","GO:0008150; GO:0005634",NA,15193479,9,"Mesangiospermae","ARATH29513","MC"
"2830","AT4G28440","253775_at",0.039747,0.0069,3.81,-2.830696,0.263,"AT4G28440","Nucleic acid-binding, OB-fold-like protein","GO:0008150; GO:0005829; GO:0005886; GO:0003729","03030; 03420; 03430; 03440",15193480,2,"Eukaryota","ARATH29514","UC"
"2831","AT4G28450","253777_at",0.001189,2.23e-05,10.2,3.367331,0.518,"AT4G28450","WD repeat and SOF domain-containing protein 1","GO:0000462; GO:0005634; GO:0005730; GO:0032040; GO:0080008; GO:0005515",NA,15193481,2,"Eukaryota","ARATH29515","UC"
"2832","AT4G28490","253779_at",0.008722,0.000736,5.78,-0.401694,0.64,"HAE","receptor-like protein kinase 5","GO:0010102; GO:0010227; GO:0010468; GO:0045490; GO:0046777; GO:0050829; GO:0060866; GO:0005886; GO:0004672; GO:0004714; GO:0005515; GO:0016301",NA,15193488,7,"Spermatophyta","ARATH29522","MC"
"2833","AT4G28500","253798_at",0.029079,0.00438,-4.18,-2.340361,-0.441,"NAC073","NAC domain containing protein 73","GO:0006355; GO:0045893; GO:2000652; GO:0005634; GO:0003700; GO:0005515",NA,15193489,8,"Magnoliopsida","ARATH29523","MC"
"2834","AT4G28660","253790_at",0.009085,0.000781,5.73,-0.465881,0.401,"PSB28","photosystem II reaction center PSB28 protein","GO:0005886; GO:0009507; GO:0009535; GO:0009570; GO:0009579; GO:0009654; GO:0003674","00195; 01100",15193517,6,"Tracheophyta","ARATH29551","MC"
"2835","AT4G28740","253765_at",0.007592,0.000603,-5.99,-0.183759,-0.236,"AT4G28740","hypothetical protein","GO:0009658; GO:0005886; GO:0009507; GO:0003674",NA,15193539,2,"Eukaryota","ARATH29573","UC"
"2836","AT4G28950","253757_at",0.007123,0.000537,6.11,-0.057755,0.533,"ROP9","Rac-like GTP-binding protein ARAC7","GO:0007015; GO:0007163; GO:0008360; GO:0030036; GO:0030865; GO:0032956; GO:0005576; GO:0005634; GO:0005737; GO:0005856; GO:0005886; GO:0005938; GO:0031410; GO:0042995; GO:0043231; GO:0003924; GO:0005525; GO:0019901",NA,15193578,2,"Eukaryota","ARATH29612","UC"
"2837","AT4G29080","253749_at",0.040464,0.0071,-3.79,-2.86099,-0.319,"PAP2","phytochrome-associated protein 2","GO:0006355; GO:0009733; GO:0005634; GO:0003700; GO:0005515",NA,15193596,10,"Pentapetalae","ARATH29630","MC"
"2838","AT4G29100","253746_at",0.004362,0.000245,-6.96,0.798058,-0.531,"AT4G29100","transcription factor bHLH68","GO:0006355; GO:0005634; GO:0001228; GO:0003700; GO:0005515; GO:0046983",NA,15193599,10,"Pentapetalae","ARATH29633","MC"
"2839","AT4G29190","253722_at",0.009567,0.000854,-5.64,-0.56307,-0.942,"AT4G29190","protein OXIDATION-RELATED ZINC FINGER 2","GO:0006355; GO:0005634; GO:0005886; GO:0003700",NA,15193614,11,"rosids","ARATH29648","MC"
"2840","AT4G29230","253710_at",0.006626,0.000478,-6.23,0.068997,-0.306,"NAC075","NAC domain containing protein 75","GO:0006355; GO:0045893; GO:1905177; GO:0005634; GO:0003700; GO:0005515",NA,15193619,8,"Magnoliopsida","ARATH29653","MC"
"2841","AT4G29240","253723_at",0.020778,0.0027,4.58,-1.81582,0.266,"AT4G29240","leucine-rich repeat-containing protein","GO:0005576",NA,15193622,7,"Spermatophyta","ARATH29656","MC"
"2842","AT4G29270","253720_at",0.004354,0.000242,6.97,0.807778,0.45,"AT4G29270","HAD superfamily, subfamily IIIB acid phosphatase","GO:0009507; GO:0003993",NA,15193626,7,"Spermatophyta","ARATH29660","MC"
"2843","AT4G29340","253725_at",0.046502,0.00863,3.64,-3.070684,0.146,"PRF4","profilin 4","GO:0042989; GO:0005634; GO:0005737; GO:0005938; GO:0003785",NA,15193638,2,"Eukaryota","ARATH29672","UC"
"2844","AT4G29360","253729_at",0.037273,0.00626,3.89,-2.725571,0.278,"AT4G29360","glucan endo-1,3-beta-glucosidase 12","GO:0005975; GO:0005576; GO:0031225; GO:0046658; GO:0042973",NA,15193640,6,"Tracheophyta","ARATH29674","MC"
"2845","AT4G29390","253715_at",0.002259,7.97e-05,8.35,2.009912,0.612,"AT5G56670///AT4G29390///AT2G19750","40S ribosomal protein S30///40S ribosomal protein S30///40S ribosomal protein S30","GO:0005730; GO:0005737; GO:0005886; GO:0022627",NA,15193645,2,"Eukaryota","ARATH29679","UC"
"2846","AT4G29410","253728_at",0.002785,0.000115,7.88,1.619649,0.777,"AT4G29410","60S ribosomal protein L28-2","GO:0006412; GO:0005886; GO:0009506; GO:0022625","03010",15193647,2,"Eukaryota","ARATH29681","UC"
"2847","AT4G29430","253726_at",0.012747,0.00129,5.24,-1.014391,0.268,"rps15ae","40S ribosomal protein S15a-5","GO:0006412; GO:0005739; GO:0005773; GO:0009507; GO:0022626; GO:0022627; GO:0003735",NA,15193649,7,"Spermatophyta","ARATH29683","MC"
"2848","AT4G29480","253730_at",0.005651,0.000367,6.51,0.357201,0.421,"AT4G29480","ATP synthase subunit G protein","GO:0015986; GO:0000276; GO:0005739; GO:0005886; GO:0015078","00190; 01100",15193655,3,"Viridiplantae","ARATH29689","UC"
"2849","AT4G29510","253695_at",0.00425,0.000234,7.01,0.845233,0.328,"PRMT11","arginine methyltransferase 11","GO:0005634; GO:0005737; GO:0005829; GO:0005515; GO:0016274; GO:0035242",NA,15193657,2,"Eukaryota","ARATH29691","UC"
"2850","AT4G29520","253687_at",0.004035,0.000212,7.13,0.951188,0.638,"AT4G29520","hypothetical protein","GO:0009408; GO:0061077; GO:0005783; GO:0005886; GO:0005515; GO:0044183",NA,15193658,2,"Eukaryota","ARATH29692","UC"
"2851","AT4G29700","253697_at",0.005721,0.000374,6.49,0.336301,0.57,"AT4G29700","alkaline-phosphatase-like protein","GO:0005576; GO:0005773; GO:0035529; GO:0047429",NA,15193687,2,"Eukaryota","ARATH29721","UC"
"2852","AT4G29720","253692_at",0.039216,0.00674,-3.83,-2.806381,-0.211,"PAO5","polyamine oxidase 5","GO:0046208; GO:0048510; GO:0055114; GO:0005737; GO:0005739; GO:0016491; GO:0046592; GO:1990534",NA,15193689,2,"Eukaryota","ARATH29723","UC"
"2853","AT4G29735","253694_at",0.006223,0.00043,6.34,0.185319,0.436,"AT4G29735","hypothetical protein","GO:0006487; GO:0009507; GO:0034998; GO:0003674",NA,15193692,2,"Eukaryota","ARATH29726","UC"
"2854","AT4G29800","253699_at",0.046633,0.00867,-3.64,-3.076132,-0.25,"PLP8","PATATIN-like protein 8","GO:0005575",NA,15193705,4,"Streptophyta","ARATH29739","MC"
"2855","AT4G29840","253700_at",0.004072,0.000215,7.11,0.935686,0.263,"MTO2","threonine synthase","GO:0009088; GO:0005737; GO:0005829; GO:0005886; GO:0009507; GO:0009570; GO:0004795; GO:0030170","00260; 00750; 01100",15193711,2,"Eukaryota","ARATH29745","UC"
"2856","AT4G30010","253670_at",0.00289,0.000122,7.8,1.555758,0.436,"AT4G30010","hypothetical protein","GO:0008150; GO:0005739; GO:0005753; GO:0005886; GO:0009536",NA,15193741,6,"Tracheophyta","ARATH29775","MC"
"2857","AT4G30020","253650_at",0.001609,4.26e-05,9.21,2.680962,0.886,"AT4G30020","PA-domain containing subtilase family protein","GO:0005576; GO:0004252",NA,15193742,5,"Embryophyta","ARATH29776","MC"
"2858","AT4G30080","253662_at",0.015814,0.00179,-4.94,-1.370705,-0.219,"ARF16","auxin response factor 16","GO:0006355; GO:0007389; GO:0009733; GO:0048829; GO:0051301; GO:0005634; GO:0003700; GO:0005515; GO:0035198",NA,15193751,6,"Tracheophyta","ARATH29785","MC"
"2859","AT4G30110","253657_at",0.031439,0.00493,-4.08,-2.46879,-0.438,"HMA2","cadmium/zinc-transporting ATPase HMA2","GO:0055069; GO:0005886; GO:0005385; GO:0015086; GO:0015434; GO:0016463",NA,15193755,2,"Eukaryota","ARATH29789","UC"
"2860","AT4G30150","253659_at",0.044771,0.00816,3.68,-3.011311,0.187,"AT4G30150","hypothetical protein","GO:0042254; GO:0005730",NA,15193761,5,"Embryophyta","ARATH29795","MC"
"2861","AT4G30210","253664_at",0.022476,0.00303,-4.48,-1.942048,-0.374,"ATR2","NADPH--cytochrome P450 reductase 2","GO:0009698; GO:0005783; GO:0005829; GO:0005886; GO:0009507; GO:0003958; GO:0010181; GO:0016491; GO:0016709; GO:0050660",NA,15193774,2,"Eukaryota","ARATH29808","UC"
"2862","AT4G30220","253668_at",0.0122,0.00121,5.3,-0.943126,0.532,"AT2G14285///RUXF","Small nuclear ribonucleoprotein family protein///small nuclear ribonucleoprotein F","GO:0000387; GO:0005634; GO:0005730; GO:0005732; GO:0005829; GO:0005886","03040",15193776,2,"Eukaryota","ARATH29810","UC"
"2863","AT4G30270","253666_at",0.000906,1.39e-05,-11,3.863169,-1.06,"XTH24","xyloglucan endotransglucosylase/hydrolase protein 24","GO:0007568; GO:0009739; GO:0009740; GO:0009741; GO:0009828; GO:0010411; GO:0042546; GO:0071669; GO:0005576; GO:0005618; GO:0005737; GO:0005794; GO:0005886; GO:0009505; GO:0099503; GO:0004553; GO:0016762",NA,15193784,10,"Pentapetalae","ARATH29818","MC"
"2864","AT4G30280","253628_at",0.003653,0.000176,7.35,1.15697,0.35,"XTH18","probable xyloglucan endotransglucosylase/hydrolase protein 18","GO:0010411; GO:0042546; GO:0071456; GO:0005576; GO:0005794; GO:0016762",NA,15193785,5,"Embryophyta","ARATH29819","MC"
"2865","AT4G30290","253608_at",0.001422,3.31e-05,9.58,2.949541,0.574,"XTH19","xyloglucan endotransglucosylase/hydrolase 19","GO:0010411; GO:0042546; GO:0051301; GO:0071365; GO:0005576; GO:0016762",NA,15193786,5,"Embryophyta","ARATH29820","MC"
"2866","AT4G30330","253607_at",0.033583,0.00541,4.01,-2.568037,0.416,"AT4G30330","small nuclear ribonucleoprotein E","GO:0000387; GO:0005634; GO:0005682; GO:0005685; GO:0005686; GO:0005687; GO:0046540; GO:0071011","03040",15193793,2,"Eukaryota","ARATH29827","UC"
"2867","AT4G30400","253580_at",0.012925,0.00132,-5.22,-1.040555,-0.178,"AT4G30400","RING-H2 finger protein ATL13","GO:0016567; GO:0080167; GO:0005634; GO:0005886; GO:0031625",NA,15193802,8,"Magnoliopsida","ARATH29836","MC"
"2868","AT4G30410","253617_at",0.000479,2.75e-06,14,5.518636,1.03,"AT4G30410","protein IBH1-LIKE 1","GO:0009742; GO:0040008; GO:0009507; GO:0003700; GO:0005515; GO:0046983",NA,15193803,8,"Magnoliopsida","ARATH29837","MC"
"2869","AT4G30450","253629_at",0.007518,0.000594,-6,-0.166705,-0.4,"AT4G30450","glycine-rich protein","GO:0008150; GO:0003674",NA,15193808,10,"Pentapetalae","ARATH29842","MC"
"2870","AT4G30460","253619_at",0.007408,0.000576,-6.03,-0.133377,-0.555,"AT4G30460","glycine-rich protein","GO:0008150; GO:0003674",NA,15193809,10,"Pentapetalae","ARATH29843","MC"
"2871","AT4G30490","253630_at",0.002269,8.02e-05,-8.34,2.0037,-0.389,"AT4G30490","AFG1-like ATPase family protein","GO:0008150; GO:0005737; GO:0005739; GO:0009507; GO:0005515; GO:0005516; GO:0005524; GO:0016887",NA,15193814,2,"Eukaryota","ARATH29848","UC"
"2872","AT4G30550","253639_at",0.00913,0.000788,-5.72,-0.475621,-0.339,"AT4G30550","gamma-glutamyl peptidase 3","GO:0019760; GO:0005737; GO:0005829; GO:0008233",NA,15193821,2,"Eukaryota","ARATH29855","UC"
"2873","AT4G30600","253625_at",0.023505,0.00322,-4.43,-2.007413,-0.338,"AT4G30600","signal recognition particle receptor subunit alpha","GO:0006605; GO:0006614; GO:0045047; GO:0005783; GO:0005785; GO:0005789; GO:0016020; GO:0003924; GO:0005047; GO:0005525","03060",15193827,2,"Eukaryota","ARATH29861","UC"
"2874","AT4G30610","253579_at",0.003657,0.000176,7.35,1.154886,0.264,"BRS1","serine carboxypeptidase 24","GO:0006508; GO:0009742; GO:0051603; GO:0005576; GO:0005615; GO:0004185",NA,15193828,2,"Eukaryota","ARATH29862","UC"
"2875","AT4G30620","253635_at",0.040507,0.00711,3.79,-2.862954,0.247,"AT4G30620","hypothetical protein","GO:0008150; GO:0005886; GO:0009507; GO:0009570; GO:0009941; GO:0003677; GO:0005515",NA,15193829,5,"Embryophyta","ARATH29863","MC"
"2876","AT4G30690","253597_at",0.005398,0.000343,-6.59,0.431522,-0.263,"AT4G30690","translation initiation factor IF-3","GO:0032790; GO:0005618; GO:0005737; GO:0005886; GO:0009507; GO:0003743; GO:0043022",NA,15193838,8,"Magnoliopsida","ARATH29872","MC"
"2877","AT4G30790","253588_at",0.041343,0.0073,-3.77,-2.891339,-0.229,"AT4G30790","hypothetical protein","GO:0000045; GO:0000422; GO:0001934; GO:0006914; GO:0010150; GO:0030242; GO:0034727; GO:0061709; GO:0005634; GO:0005776; GO:0009506; GO:0019898; GO:0034045; GO:1990316; GO:0005515; GO:0019901; GO:0042803; GO:0060090",NA,15193852,4,"Streptophyta","ARATH29886","MC"
"2878","AT4G30800","253598_at",0.001414,3.25e-05,9.61,2.969195,0.785,"AT4G30800","40S ribosomal protein S11-2","GO:0006412; GO:0005737; GO:0005886; GO:0022627; GO:0003735","03010",15193853,2,"Eukaryota","ARATH29887","UC"
"2879","AT4G30840","253592_at",0.002396,8.97e-05,8.19,1.883098,0.338,"AT4G30840","transducin/WD40 domain-containing protein","GO:0005634; GO:0005635; GO:0031080; GO:0005515",NA,15193862,4,"Streptophyta","ARATH29896","MC"
"2880","AT4G31000","253571_at",0.044043,0.00797,3.7,-2.985898,0.305,"AT4G31000","Calmodulin-binding protein","GO:0005634",NA,15193888,10,"Pentapetalae","ARATH29922","MC"
"2881","AT4G31140","253559_at",0.009784,0.000887,-5.6,-0.604489,-0.246,"AT4G31140","glucan endo-1,3-beta-glucosidase 5","GO:0005975; GO:0005773; GO:0005886; GO:0009506; GO:0031225; GO:0046658; GO:0042973",NA,15193909,4,"Streptophyta","ARATH29943","MC"
"2882","AT4G31180","253561_at",0.024472,0.00341,4.39,-2.069005,0.312,"AT4G31180","Asx tRNA synthetase (AspRS/AsnRS) class II core domain-contating protein","GO:0006422; GO:0046686; GO:0050832; GO:0005783; GO:0005829; GO:0005886; GO:0017101; GO:0003723; GO:0004815","00970",15193916,2,"Eukaryota","ARATH29950","UC"
"2883","AT4G31240","253519_at",0.002107,6.92e-05,-8.54,2.162443,-0.431,"AT4G31240","putative nucleoredoxin 3","GO:0045454; GO:0005634; GO:0047134",NA,15193924,2,"Eukaryota","ARATH29958","UC"
"2884","AT4G31290","253522_at",0.018274,0.00222,4.75,-1.603445,0.362,"AT4G31290","chaC-like protein","GO:0006751; GO:0005634; GO:0005737; GO:0003839",NA,15193928,2,"Eukaryota","ARATH29962","UC"
"2885","AT4G31300","253521_at",0.027025,0.00392,4.27,-2.221636,0.435,"PBA1","20S proteasome subunit PBA1","GO:0006511; GO:0010043; GO:0010363; GO:0010498; GO:0010499; GO:0043161; GO:0000502; GO:0005634; GO:0005737; GO:0005773; GO:0005774; GO:0005829; GO:0005839; GO:0005886; GO:0004175; GO:0008233","03050",15193931,2,"Eukaryota","ARATH29965","UC"
"2886","AT4G31360","253516_at",0.006154,0.000422,6.36,0.203733,0.21,"AT4G31360","selenium binding protein","GO:0048856; GO:0005634; GO:0005737; GO:0005794",NA,15193943,13,"Brassicaceae","ARATH29977","MC"
"2887","AT4G31400","253518_at",0.025732,0.00367,4.32,-2.147745,0.232,"CTF7","protein CTF7","GO:0000070; GO:0000724; GO:0006275; GO:0007062; GO:0009553; GO:0009793; GO:0034089; GO:0034421; GO:0045132; GO:0048364; GO:0048609; GO:0048653; GO:0060772; GO:0080186; GO:0005634; GO:0016407",NA,15193949,2,"Eukaryota","ARATH29983","UC"
"2888","AT4G31450","253539_at",0.018946,0.00236,-4.7,-1.668695,-0.28,"AT4G31450","RING-finger domain-containing protein","GO:0005634; GO:0061630",NA,15193960,13,"Brassicaceae","ARATH29994","MC"
"2889","AT4G31460","253538_at",0.031425,0.00493,4.08,-2.467405,0.345,"AT4G31460","ribosomal L28 family protein","GO:0006412; GO:0005739; GO:0005840; GO:0003735",NA,15193961,7,"Spermatophyta","ARATH29995","MC"
"2890","AT4G31580","253536_at",0.014207,0.00153,5.08,-1.200579,0.441,"SRZ-22","protein serine/arginine-rich 22","GO:0000381; GO:0000398; GO:0008380; GO:0045292; GO:0005634; GO:0005730; GO:0005886; GO:0016607; GO:0003723; GO:0003729; GO:0005515; GO:0008270",NA,15193983,2,"Eukaryota","ARATH30017","UC"
"2891","AT4G31790","253490_at",0.025214,0.00355,4.35,-2.114644,0.332,"AT4G31790","Probable diphthine synthase","GO:0017183; GO:0005737; GO:0004164",NA,15194018,1,"LUCA","ARATH30052","UC"
"2892","AT4G31810","253492_at",0.001759,5.08e-05,8.96,2.49301,0.434,"AT4G31810","ATP-dependent caseinolytic (Clp) protease/crotonase family protein","GO:0006574; GO:0005739; GO:0003860","00280; 00410; 00640; 01100",15194023,1,"LUCA","ARATH30057","UC"
"2893","AT4G31840","253480_at",0.001732,4.82e-05,9.04,2.549612,0.493,"ENODL15","early nodulin-like protein 15","GO:0005576; GO:0005886; GO:0031225; GO:0046658; GO:0099503; GO:0009055",NA,15194027,8,"Magnoliopsida","ARATH30061","MC"
"2894","AT4G31970","253505_at",0.005747,0.000377,6.48,0.326413,0.92,"CYP82C2","cytochrome P450, family 82, subfamily C, polypeptide 2","GO:0006952; GO:0071456; GO:0098542; GO:0009507; GO:0016020; GO:0004497; GO:0005506; GO:0016709; GO:0020037; GO:0106149",NA,15194047,2,"Eukaryota","ARATH30081","UC"
"2895","AT4G31985","253482_at",0.00145,3.46e-05,9.52,2.902304,0.672,"AT4G31985///AT2G25210","60S ribosomal protein L39-1///60S ribosomal protein L39-1","GO:0006412; GO:0005886; GO:0022625","03010",15194049,2,"Eukaryota","ARATH30083","UC"
"2896","AT4G32190","253425_at",0.005035,0.000305,-6.72,0.559611,-0.314,"AT4G32190","myosin heavy chain-related protein","GO:0007131; GO:0010581; GO:0019252; GO:0005576; GO:0009507; GO:0005515",NA,15194084,4,"Streptophyta","ARATH30118","MC"
"2897","AT4G32300","253476_at",0.029082,0.00438,-4.18,-2.340785,-0.214,"SD2-5","G-type lectin S-receptor-like serine/threonine-protein kinase SD2-5","GO:0046777; GO:0005576; GO:0005886; GO:0004672; GO:0031625",NA,15194104,6,"Tracheophyta","ARATH30138","MC"
"2898","AT4G32390","253427_at",0.01894,0.00235,4.7,-1.665269,0.668,"AT4G32390","nucleotide-sugar transporter family protein","GO:0000138; GO:0005768; GO:0005794; GO:0005802; GO:0005886; GO:0008514; GO:0015297; GO:0022857",NA,15194125,2,"Eukaryota","ARATH30159","UC"
"2899","AT4G32470","253436_at",0.041105,0.00724,3.78,-2.882983,0.259,"AT4G32470","Cytochrome bd ubiquinol oxidase","GO:0006122; GO:0009060; GO:0034551; GO:0005739; GO:0005750; GO:0005774; GO:0005886; GO:0009536","00190; 01100",15194140,2,"Eukaryota","ARATH30174","UC"
"2900","AT4G32520","253438_at",0.004076,0.000216,7.11,0.93357,0.37,"SHM3","serine hydroxymethyltransferase 3","GO:0006544; GO:0006565; GO:0006730; GO:0019264; GO:0035999; GO:0046653; GO:0046655; GO:1904482; GO:0005737; GO:0005886; GO:0009507; GO:0009536; GO:0009570; GO:0004372; GO:0008270; GO:0016597; GO:0030170; GO:0050897; GO:0070905","00260; 00460; 00670; 01100; 01110",15194146,1,"LUCA","ARATH30180","UC"
"2901","AT4G32650","253392_at",0.031312,0.0049,4.09,-2.462602,0.372,"KAT3","potassium channel KAT3","GO:0009624; GO:0071805; GO:0005783; GO:0005886; GO:0009507; GO:0005242; GO:0005249; GO:0005515",NA,15194175,2,"Eukaryota","ARATH30209","UC"
"2902","AT4G32690","253393_at",0.00774,0.000618,5.96,-0.211441,0.467,"GLB3","hemoglobin 3","GO:0001666; GO:0009733; GO:0015671; GO:0005886; GO:0005344; GO:0005515; GO:0019825; GO:0020037",NA,15194182,2,"Eukaryota","ARATH30216","UC"
"2903","AT4G32720","253396_at",0.018946,0.00236,4.7,-1.667783,0.405,"La1","La protein 1","GO:0006364; GO:0009793; GO:0034470; GO:0042254; GO:0005618; GO:0005634; GO:0005654; GO:0005730; GO:0005829; GO:1990904; GO:0003723",NA,15194187,2,"Eukaryota","ARATH30221","UC"
"2904","AT4G32830","253403_at",0.002063,6.7e-05,8.58,2.196656,0.532,"AUR1","serine/threonine-protein kinase aurora-1","GO:0007052; GO:0016572; GO:0032465; GO:0000780; GO:0005634; GO:0005730; GO:0005819; GO:0005874; GO:0005876; GO:0009504; GO:0031616; GO:0032133; GO:0051233; GO:0004674; GO:0005515; GO:0035174; GO:0035175",NA,15194206,2,"Eukaryota","ARATH30240","UC"
"2905","AT4G32840","253404_at",0.031305,0.0049,4.09,-2.462067,0.253,"PFK6","6-phosphofructokinase 6","GO:0006002; GO:0006096; GO:0005737; GO:0005829; GO:0003872","00010; 00030; 00051; 00052; 01100; 01110",15194207,2,"Eukaryota","ARATH30241","UC"
"2906","AT4G32870","253401_at",0.004108,0.000219,7.09,0.919861,0.26,"AT4G32870","SRPBCC ligand-binding domain-containing protein","GO:0009738; GO:0080163; GO:0005634; GO:0005737; GO:0004864; GO:0010427; GO:0038023",NA,15194217,7,"Spermatophyta","ARATH30251","MC"
"2907","AT4G32930","253385_at",0.01608,0.00184,4.92,-1.398424,0.235,"AT4G32930","hypothetical protein","GO:0008150; GO:0005829; GO:0003674",NA,15194226,2,"Eukaryota","ARATH30260","UC"
"2908","AT4G32940","253358_at",0.009145,0.000791,-5.71,-0.479612,-0.605,"GAMMA-VPE","vacuolar-processing enzyme gamma","GO:0006624; GO:0009611; GO:0009723; GO:0009751; GO:0009753; GO:0010150; GO:0051603; GO:0000323; GO:0005576; GO:0005773; GO:0004175; GO:0004197",NA,15194228,2,"Eukaryota","ARATH30262","UC"
"2909","AT4G33000","253412_at",0.016668,0.00193,-4.88,-1.45323,-0.223,"CBL10","calcineurin B-like protein 10","GO:0042538; GO:0043266; GO:0050801; GO:0005634; GO:0005737; GO:0005886; GO:0009705; GO:0005509; GO:0005515",NA,15194237,2,"Eukaryota","ARATH30271","UC"
"2910","AT4G33040","253382_at",0.005969,4e-04,-6.42,0.262133,-0.572,"AT4G33040","glutaredoxin-C6","GO:0045454; GO:0005737; GO:0005515; GO:0009055; GO:0015035",NA,15194246,8,"Magnoliopsida","ARATH30280","MC"
"2911","AT4G33070","253416_at",0.009274,0.000809,5.69,-0.504533,0.984,"AT4G33070","pyruvate decarboxylase 1","GO:0034059; GO:0071456; GO:0005622; GO:0005829; GO:0005886; GO:0009507; GO:0000287; GO:0004737; GO:0016831; GO:0030976","00010; 01100; 01110",15194254,2,"Eukaryota","ARATH30288","UC"
"2912","AT4G33150","253373_at",0.001414,3.21e-05,-9.63,2.983816,-0.822,"AT4G33150","lysine-ketoglutarate reductase/saccharopine dehydrogenase bifunctional enzyme","GO:0019477; GO:0019878; GO:0033512; GO:0080167; GO:0005737; GO:0005739; GO:0005829; GO:0004753; GO:0047130; GO:0047131",NA,15194267,2,"Eukaryota","ARATH30301","UC"
"2913","AT4G33180","253367_at",0.021314,0.0028,-4.55,-1.854407,-0.278,"AT4G33180","hydrolase, alpha/beta fold family protein","GO:0005739; GO:0009507",NA,15194272,6,"Tracheophyta","ARATH30306","MC"
"2914","AT4G33220","253372_at",0.04135,0.0073,3.77,-2.89178,0.298,"PME44","pectinesterase 44","GO:0042545; GO:0045490; GO:0050829; GO:0005576; GO:0030599; GO:0046910","00040; 00500; 01100",15194280,8,"Magnoliopsida","ARATH30314","MC"
"2915","AT4G33240","253371_at",0.017982,0.00216,-4.78,-1.571726,-0.222,"FAB1A","1-phosphatidylinositol-3-phosphate 5-kinase FAB1A","GO:0007033; GO:0009555; GO:0010256; GO:0046854; GO:0005634; GO:0005737; GO:0005768; GO:0010008; GO:0000285","00562; 04070; 04145",15194283,2,"Eukaryota","ARATH30317","UC"
"2916","AT4G33300","253377_at",0.003539,0.000166,-7.42,1.218119,-0.58,"ADR1-L1","putative disease resistance protein ADR1-like 1","GO:0042742; GO:0009507; GO:0048046; GO:0043531",NA,15194295,7,"Spermatophyta","ARATH30329","MC"
"2917","AT4G33330","253379_at",0.021168,0.00277,-4.56,-1.843935,-0.24,"PGSIP3","UDP-glucuronate:xylan alpha-glucuronosyltransferase 2","GO:0009834; GO:0010417; GO:0045492; GO:0005794; GO:0015020; GO:0016757; GO:0080116",NA,15194299,8,"Magnoliopsida","ARATH30333","MC"
"2918","AT4G33360","253334_at",0.004013,0.000209,7.15,0.971028,0.468,"FLDH","Rossmann-fold NAD(P)-binding domain-containing protein","GO:0009788; GO:0016487; GO:0005634; GO:0005773; GO:0005774; GO:0005783; GO:0005886; GO:0003824; GO:0016491; GO:0016616; GO:0047886; GO:0050662","00941; 01100; 01110",15194307,2,"Eukaryota","ARATH30341","UC"
"2919","AT4G33400","253357_at",0.005729,0.000375,6.49,0.332738,0.365,"AT4G33400","vacuolar import/degradation, Vid27-related protein","GO:0006499; GO:0005634; GO:0005737; GO:0005829; GO:0005886; GO:0003674",NA,15194314,3,"Viridiplantae","ARATH30348","UC"
"2920","AT4G33450","253327_at",0.004826,0.000285,-6.79,0.631904,-0.398,"MYB69","myb domain protein 69","GO:0006355; GO:0045893; GO:2000652; GO:0005634; GO:0003700; GO:0003712; GO:0005515; GO:0043565",NA,15194321,13,"Brassicaceae","ARATH30355","MC"
"2921","AT4G33560","253298_at",0.003819,0.000193,7.24,1.053742,1.45,"AT4G33560","Wound-responsive family protein","GO:0071456; GO:0003674",NA,15194345,10,"Pentapetalae","ARATH30379","MC"
"2922","AT4G33666","253305_at",0.010332,0.000964,-5.52,-0.695298,-0.342,"AT4G33666","hypothetical protein","GO:0008150; GO:0003674",NA,15194363,13,"Brassicaceae","ARATH30397","MC"
